Name,Team,G,PA,AB,H,1B,2B,3B,HR,R,RBI,BB,IBB,SO,HBP,SF,SH,GDP,SB,CS,AVG,BB%,K%,BB/K,OBP,SLG,wOBA,OPS,ISO,Spd,BABIP,UBR,wSB,wRC,wRAA,wRC+,BsR,Fld,Off,Def,WAR,ADP,InterSD,InterSK,IntraSD,Vol,Skew,Dim,FPTS,FPTS/G,SPTS,SPTS/G,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
"Chandler Simpson","TBR",19.308,76.426,70.346,19.0436,14.9626,3.33684,0.416762,0.32735,9.05314,5.48444,4.59009,0.28522,9.34363,0.247718,0.438652,0.803574,1.45209,5.55239,0.548982,0.270713,0.0600593,0.122257,0.491254,0.315797,0.343957,0.290124,0.659754,0.0732439,6.9532,0.306253,,0.734114,7.70655,-1.23362,91.9202,0.734114,0,0.0275537371635437,0.2979629635810852,0.296739,999,,,,,,,68.7,3.615789473,68.7,3.615789473,,,,,,,,,,,,,,,,,,,"Chandler Simpson","sa3020219",802415
"Jason Heyward","SDP",88.632,324.564,290.485,65.1769,41.3237,13.2788,0.936466,9.63796,36.1917,34.7867,27.1793,1.21919,67.6982,3.64241,1.7747,0.414802,6.47109,3.56646,1.08211,0.224373,0.0837409,0.208582,0.401477,0.297135,0.37607,0.294689,0.673205,0.151697,4.13768,0.258413,,-0.284749,33.9204,-4.04643,91.6893,-0.284749,-0.5,-3.510257840156555,-4.493911266326904,0.289605,667.9500122070312,,,,,,,309.2,3.474157303,309.2,3.474157303,,,,,,,,,,,,,,,,,,,"Jason Heyward","4940",518792
"Santiago Espinal","CIN",64.541,237.451,218.835,55.457,41.0009,10.3508,0.654131,3.45124,24.3861,22.5624,13.921,0.0140215,34.7175,1.60568,1.63505,1.45463,4.50644,4.39956,1.58438,0.25342,0.058627,0.146209,0.40098,0.300783,0.354011,0.288112,0.654794,0.100591,4.22946,0.285274,,-0.207803,23.5591,-4.21741,77.1109,-0.207803,0.47,-6.707055568695068,1.603382796049118,0.289558,664.72998046875,,,,,,,201.9,3.106153846,201.9,3.106153846,,,,,,,,,,,,,,,,,,,"Santiago Espinal","19997",669289
"Mark Canha","MIL",65.757,262.998,227.328,54.5125,37.8946,10.3673,1.21981,5.03071,28.8096,26.6742,24.814,0.01553,52.2751,8.63937,1.90104,0.315749,5.93143,3.02407,0.91549,0.239797,0.0943505,0.198766,0.474681,0.334875,0.362523,0.312103,0.697398,0.122726,4.36636,0.287813,,-0.328952,31.1723,0.407274,99.3612,-0.328952,0.08,-0.5298420935869217,-5.455101415514946,0.286405,634.72998046875,,,,,,,267.6,4.054545454,267.6,4.054545454,,,,,,,,,,,,,,,,,,,"Mark Canha","11445",592192
"Adrian Del Castillo","ARI",44.963,173.362,157.349,35.5064,22.3953,7.79243,0.559214,4.75955,17.7291,20.8734,13.1256,0.595603,44.7089,1.54155,1.08846,0.257829,2.72678,0.506739,0.169971,0.225655,0.075712,0.257894,0.293579,0.289846,0.373031,0.289323,0.662877,0.147377,3.00987,0.282163,,-0.255303,17.3694,-2.91013,82.7658,-0.255303,0.88,-3.8280783891677856,0.7808751985430717,0.281527,467.3999938964844,,,,,,,167.4,3.72,167.4,3.72,,,,,,,,,,,,,,,,,,,"Adrian Del Castillo","29554",680728
"Ronny Mauricio","NYM",27.816,112.07,104.863,25.476,17.0331,5.18372,0.392179,2.86701,12.9733,11.4467,5.69971,0.44673,25.7183,0.716723,0.665491,0.125447,1.78132,3.56067,1.15768,0.242946,0.0508585,0.229484,0.221621,0.284895,0.381881,0.288408,0.666776,0.138935,5.40282,0.293841,,0.0617186,11.146,-1.96375,87.2987,0.0617186,0.03,-1.6404355689883232,0.6023456733673811,0.278225,563.530029296875,,,,,,,103.5,3.696428571,103.5,3.696428571,,,,,,,,,,,,,,,,,,,"Ronny Mauricio","23698",677595
"Luisangel Acuña","NYM",44.034,183.247,171.425,41.1834,30.307,7.40984,0.772501,2.69399,20.5937,14.9158,9.30107,0.121925,37.6684,0.943578,1.07761,0.500126,3.33139,8.69885,1.26003,0.240242,0.050757,0.205561,0.246919,0.281417,0.339626,0.272538,0.621042,0.0993837,6.48099,0.291278,,0.910359,15.8843,-5.55155,76.6173,0.910359,0,-4.213458240032196,0.7927931547164917,0.276954,402.6400146484375,,,,,,,157.1,3.570454545,157.1,3.570454545,,,,,,,,,,,,,,,,,,,"Luisangel Acuna","26548",682668
"Anthony Rendon","LAA",18.209,73.171,64.0353,15.6509,10.8016,3.14148,0.256139,1.45172,8.28926,6.88603,7.3852,0.0126857,11.8252,1.06579,0.582447,0.102214,1.29172,1.0174,0.366408,0.24441,0.100931,0.16161,0.624532,0.329852,0.369481,0.310659,0.699333,0.12507,4.18115,0.276567,,-0.0967666,8.58769,0.0282899,100.543,-0.0967666,0,-0.051312632858753204,0.2688528597354889,0.274381,999,,,,,,,69.6,3.866666666,69.6,3.866666666,,,,,,,,,,,,,,,,,,,"Anthony Rendon","12861",543685
"Miguel Rojas","LAD",52.219,194.28,175.796,44.0427,33.8648,7.88117,0.530272,1.76646,21.0011,17.2465,10.8645,0.0546956,24.2375,1.91197,1.21734,0.908625,4.54077,3.81689,1.46716,0.250533,0.0559219,0.124756,0.448252,0.29938,0.331542,0.279524,0.630922,0.0810092,4.53553,0.279958,,-0.198512,17.933,-4.79351,79.5036,-0.198512,0.34,-4.960256204009056,1.1458487808704376,0.274234,709.8400268554688,,,,,,,161.9,3.113461538,161.9,3.113461538,,,,,,,,,,,,,,,,,,,"Miguel Rojas","7802",500743
"Jose Iglesias","SDP",65.555,253.164,234.959,62.281,47.5933,11.3786,1.45751,1.85158,25.841,23.2311,8.88284,0.000002532,41.0754,3.67249,1.42335,0.33679,5.85852,3.05918,0.97608,0.265071,0.0350873,0.162248,0.216257,0.300622,0.349547,0.285678,0.650169,0.0844758,4.58703,0.312368,,-0.258201,24.6222,-4.99247,83.2012,-0.258201,-0.23,-5.234087198972702,-0.5672171264886856,0.272,707.1599731445312,,,,,,,210.5,3.189393939,210.5,3.189393939,,,,,,,,,,,,,,,,,,,"Jose Iglesias","10231",578428
"Will Benson","CIN",58.142,210.254,182.833,37.7364,20.7446,8.40113,1.06225,7.52844,27.0587,22.847,23.6525,0.665361,73.2072,1.89124,1.12541,0.752283,1.98457,8.96023,2.03093,0.206399,0.112495,0.348184,0.32309,0.302051,0.387499,0.302399,0.689549,0.1811,6.39167,0.29265,,0.609433,23.2786,-1.31654,86.7275,0.609433,0.66,-2.72758948802948,-1.647222101688385,0.271296,642.8499755859375,,,,,,,223.4,3.851724137,223.4,3.851724137,,,,,,,,,,,,,,,,,,,"Will Benson","21853",666181
"Addison Barger","TOR",40.5,151.838,138.058,31.5416,19.4261,7.13606,0.626176,4.35326,16.8653,16.8057,11.1703,0.320453,40.7226,1.57075,0.901019,0.137846,2.32247,1.44007,0.374284,0.228466,0.0735674,0.268198,0.274303,0.291909,0.383822,0.294665,0.675732,0.155356,4.34998,0.289597,,-0.114921,15.8657,-1.89597,92.4119,-0.114921,-0.07,-1.4332274720072746,-1.0075000002980232,0.270678,669.0900268554688,,,,,,,145.7,3.6425,145.7,3.6425,,,,,,,,,,,,,,,,,,,"Addison Barger","24598",680718
"Andruw Monasterio","MIL",39.779,141.388,127.193,29.2187,20.1453,5.59309,0.563847,2.91651,14.8195,14.3451,11.7882,0.0788917,35.1644,1.27253,0.974826,0.159002,1.986,3.67786,1.14753,0.229719,0.0833745,0.248709,0.33523,0.299368,0.351347,0.287909,0.650715,0.121628,5.10237,0.291963,,0.00936239,14.005,-2.53428,83.077,0.00936239,0.05,-2.8518627351149917,0.7457232363522053,0.268752,999,,,,,,,130.5,3.2625,130.5,3.2625,,,,,,,,,,,,,,,,,,,"Andruw Monasterio","19455",655316
"Alex Call","WSN",60.845,233.461,205.139,45.4779,29.8662,8.84187,0.891666,5.8782,25.5058,22.7521,22.7479,0.0736056,47.464,3.01591,1.50289,1.0556,3.53733,5.56859,1.94356,0.221693,0.0974375,0.203306,0.479265,0.306541,0.359453,0.295647,0.665994,0.137759,4.9824,0.258316,,-0.111912,24.5792,-2.73059,89.0211,-0.111912,-0.12,-3.1769285649061203,-2.0233095809817314,0.265862,737.1799926757812,,,,,,,219,3.590163934,219,3.590163934,,,,,,,,,,,,,,,,,,,"Alex Call","19296",669743
"Christian Bethancourt","TOR",29.33,100.428,93.9374,20.4018,13.4617,3.68404,0.147827,3.10824,10.0257,11.1821,4.66111,0.0155141,27.1482,0.556751,0.592897,0.438873,1.86387,1.06771,0.336284,0.217185,0.0464125,0.270325,0.171692,0.256843,0.358816,0.267704,0.615659,0.141631,3.88579,0.26906,,-0.0699588,8.3146,-3.43327,73.4472,-0.0699588,0.03,-3.121158681809902,2.2931173127144575,0.260237,999,,,,,,,77.7,2.679310344,77.7,2.679310344,,,,,,,,,,,,,,,,,,,"Christian Bethancourt","10028",542194
"Samuel Basallo","BAL",19.364,50.772,46.7906,11.5476,7.59514,2.33429,0.20806,1.41008,5.73088,5.68207,3.34903,0.221201,11.4181,0.254551,0.293217,0.0846025,0.919391,0.657022,0.131891,0.246793,0.0659621,0.224889,0.29331,0.298914,0.395982,0.300888,0.694896,0.149189,4.63355,0.295936,,-0.00865141,5.55955,-0.379664,98.0659,-0.00865141,0,-0.12101261503994465,0.9327601194381714,0.258634,999,,,,,,,46.3,2.436842105,46.3,2.436842105,,,,,,,,,,,,,,,,,,,"Samuel Basallo","sa3015716",694212
"Nick Senzel","CHW",27.315,104.165,93.2139,21.7396,14.8137,3.93989,0.37587,2.61018,11.7772,10.5759,8.43933,0.0176435,22.7523,0.890746,0.668581,0.304042,1.85471,1.95563,0.664233,0.233223,0.0810189,0.218425,0.370923,0.301026,0.367561,0.294553,0.668588,0.134338,4.63065,0.27918,,-0.0683054,10.875,-1.31006,89.3067,-0.0683054,0,-1.3715396001935005,0.38273441791534424,0.256314,750.3300170898438,,,,,,,98,3.629629629,98,3.629629629,,,,,,,,,,,,,,,,,,,"Nick Senzel","19293",669222
"Josh Bell","WSN",132.51,554.66,492.447,118.785,79.5559,21.9271,0.555559,16.7461,57.3519,66.5983,52.4231,1.30001,111.599,4.19282,4.52747,0.496389,13.6466,0.588322,0.252776,0.241213,0.094514,0.201203,0.469745,0.316842,0.390014,0.309816,0.706856,0.148801,1.85181,0.276806,,-1.04918,64.7208,-0.162259,98.5575,-1.04918,-0.02,-2.0059614777565002,-13.989427108317614,0.255648,331.239990234375,,,,,,,573.6,4.312781954,573.6,4.312781954,,,,,,,,,,,,,,,,,,,"Josh Bell","13145",605137
"Abraham Toro","BOS",25.835,97.089,88.2247,21.4526,14.0373,4.50938,0.506459,2.39947,10.8723,10.7121,6.66872,0.191053,17.1873,1.27764,0.679322,0.238583,1.78185,1.25647,0.365359,0.243159,0.0686866,0.177026,0.388002,0.30355,0.387344,0.301481,0.690894,0.144185,4.5952,0.274869,,-0.0686751,10.6776,-0.679728,90.0627,-0.0686751,0,-1.1726125627756119,0.3567349910736084,0.249998,750.7100219726562,,,,,,,94.5,3.634615384,94.5,3.634615384,,,,,,,,,,,,,,,,,,,"Abraham Toro","19844",647351
"Chase DeLauter","CLE",40.631,164.286,151.425,37.5987,25.1491,8.20693,0.367806,3.87485,17.0065,18.4566,10.3272,0.552078,29.1058,1.23691,1.04,0.25726,3.13908,1.84378,0.462169,0.2483,0.0628613,0.177166,0.354816,0.299721,0.384124,0.297433,0.683845,0.135824,3.80454,0.282246,,-0.103825,17.5324,-1.68543,94.2542,-0.103825,0,-1.1839122846722603,-1.881064772605896,0.249063,999,,,,,,,159.4,3.887804878,159.4,3.887804878,,,,,,,,,,,,,,,,,,,"Chase DeLauter","sa3021053",800050
"Daniel Schneemann","CLE",41.941,151.667,135.831,29.907,20.2306,6.03117,0.611759,3.03345,16.0546,13.692,13.5694,0.0643917,41.0253,0.820413,0.864292,0.58174,2.62481,2.95266,0.832737,0.220177,0.0894682,0.270496,0.330756,0.29319,0.340585,0.281358,0.633775,0.120407,4.9228,0.290096,,-0.0194612,14.2235,-3.51824,82.9468,-0.0194612,0.1,-2.978859469294548,0.31574588268995285,0.247121,741.8400268554688,,,,,,,131.2,3.123809523,131.2,3.123809523,,,,,,,,,,,,,,,,,,,"Daniel Schneemann","25180",682177
"Spencer Torkelson","DET",62.67,257.367,227.997,50.5646,29.1471,11.4956,0.498338,9.42345,28.3912,30.9843,24.3013,0.0875176,67.8819,2.99516,1.87098,0.202452,3.4808,0.787672,0.309848,0.221777,0.0944226,0.263755,0.357993,0.302767,0.400563,0.307574,0.70333,0.178786,2.72808,0.269667,,-0.412742,29.5667,-0.539605,101.335,-0.412742,-0.25,-0.019510418176651,-6.185520648956299,0.245226,448.1600036621094,,,,,,,257,4.079365079,257,4.079365079,,,,,,,,,,,,,,,,,,,"Spencer Torkelson","27465",679529
"Casey Schmitt","SFG",30.75,110.47,102.297,24.3461,16.0065,4.81462,0.410324,3.11464,11.7058,12.0052,5.89795,0.166729,25.8661,1.1169,0.813303,0.344475,1.86027,1.09483,0.35661,0.237993,0.0533896,0.234146,0.228018,0.284775,0.384421,0.290499,0.669196,0.146428,4.02907,0.286409,,-0.105841,11.1728,-1.74981,87.1593,-0.105841,0.01,-1.8021087422966957,0.48453701473772526,0.243858,747.780029296875,,,,,,,98,3.161290322,98,3.161290322,,,,,,,,,,,,,,,,,,,"Casey Schmitt","27577",669477
"Brett Wisely","SFG",45.932,163.114,148.134,33.431,22.657,6.70832,0.662805,3.40289,17.2367,14.7975,11.6305,0.139751,38.9391,1.1187,1.18106,1.04928,2.58678,3.36971,0.898577,0.22568,0.071303,0.238723,0.298685,0.284949,0.348829,0.278801,0.633778,0.123149,5.10149,0.280706,,0.0316752,14.9613,-4.11944,79.2857,0.0316752,0.02,-4.008704785257578,0.9313491769134998,0.243168,748.219970703125,,,,,,,132.9,2.889130434,132.9,2.889130434,,,,,,,,,,,,,,,,,,,"Brett Wisely","27735",689172
"Austin Barnes","LAD",41.065,145.73,129.282,27.4808,20.4214,4.77218,0.212377,2.07487,14.7282,12.1193,11.7104,0.136835,33.5395,1.44076,0.846718,1.09027,3.0883,2.13481,0.811152,0.212564,0.0803566,0.230148,0.349151,0.283584,0.30091,0.262645,0.584494,0.0883457,3.91864,0.268804,,-0.165449,11.4718,-5.57543,68.1428,-0.165449,0,-5.717052087187767,3.168595552444458,0.238003,743.3499755859375,,,,,,,95.5,2.329268292,95.5,2.329268292,,,,,,,,,,,,,,,,,,,"Austin Barnes","12158",605131
"Ben Rice","NYY",25.592,97.497,85.9638,19.7223,11.6013,3.92294,0.254343,3.94368,11.7223,11.9318,9.48269,0.0776232,23.658,1.35074,0.601716,0.0980109,1.5936,1.01186,0.263812,0.229425,0.0972614,0.242653,0.400825,0.313717,0.418605,0.319474,0.732322,0.18918,4.03466,0.267597,,-0.0809255,12.1344,0.729351,108.509,-0.0809255,0.03,0.8682648316025734,-1.8657036740332842,0.232651,501.3299865722656,,,,,,,107.1,4.119230769,107.1,4.119230769,,,,,,,,,,,,,,,,,,,"Ben Rice","29576",700250
"Nick Allen","ATL",37.318,134.239,122.497,30.0435,23.0203,5.05361,0.767577,1.20196,14.7736,9.9173,8.00856,0.155913,21.3517,0.798674,0.864122,2.07049,2.91377,3.19294,1.01799,0.245259,0.059659,0.159057,0.375079,0.293948,0.328482,0.27503,0.62243,0.0832236,5.33688,0.286104,,-0.0236721,11.9054,-3.79767,73.5875,-0.0236721,0.6,-4.26351498067379,1.98892343044281,0.226767,748.4199829101562,,,,,,,105.5,2.851351351,105.5,2.851351351,,,,,,,,,,,,,,,,,,,"Nick Allen","22277",669397
"Travis Bazzana","CLE",37.635,148.076,133.317,28.2268,18.3161,5.73606,0.472033,3.70269,15.0368,14.994,11.8591,0.365894,42.6236,1.747,0.800595,0.352182,2.26475,2.35378,0.455714,0.211727,0.0800881,0.287849,0.278229,0.283184,0.345155,0.277305,0.628338,0.133428,4.57165,0.279346,,0.0371342,13.4037,-3.91793,80.0961,0.0371342,0,-3.335183374583721,0.5807870030403137,0.225331,999,,,,,,,124.6,3.278947368,124.6,3.278947368,,,,,,,,,,,,,,,,,,,"Travis Bazzana","sa3025129",683953
"Drew Millas","WSN",20.342,72.349,66.0348,15.7983,11.4218,3.03409,0.300702,1.04172,7.11379,6.62849,5.20639,0.1932,14.6688,0.47151,0.452188,0.184114,1.46377,1.31288,0.384791,0.239242,0.0719622,0.20275,0.354931,0.297599,0.341622,0.281838,0.639221,0.10238,4.71145,0.290618,,-0.0266991,6.8129,-1.65035,79.7264,-0.0266991,-0.02,-1.780683035030961,1.5495986752212048,0.224961,748.9099731445312,,,,,,,58.6,2.93,58.6,2.93,,,,,,,,,,,,,,,,,,,"Drew Millas","25643",686452
"Cavan Biggio","KCR",29.408,103.82,89.6148,19.2264,12.4569,3.86952,0.630845,2.26913,11.6156,9.4849,11.525,0.180836,28.8559,1.6081,0.653733,0.389085,1.51214,1.50798,0.378952,0.214545,0.11101,0.277941,0.399399,0.31295,0.347766,0.295164,0.660716,0.133221,5.19916,0.286714,,-0.0524209,10.89,-1.25466,86.9465,-0.0524209,-0.14,-1.60307040438056,0.31382714211940765,0.224283,999,,,,,,,98.3,3.389655172,98.3,3.389655172,,,,,,,,,,,,,,,,,,,"Cavan Biggio","19252",624415
"Alan Roden","TOR",23.802,95.137,85.0536,21.5017,15.2354,4.45701,0.271999,1.53721,10.6722,9.10192,7.68026,0.394934,15.5517,1.73072,0.544572,0.127845,2.11633,1.74191,0.288508,0.252801,0.0807284,0.163467,0.493852,0.325365,0.36582,0.305181,0.691185,0.113019,4.78415,0.291413,,0.040132,10.7462,-0.382714,99.8092,0.040132,0,0.019362449645996094,-1.1019444465637207,0.215733,999,,,,,,,102.4,4.266666666,102.4,4.266666666,,,,,,,,,,,,,,,,,,,"Alan Roden","sa3020212",702176
"Jared Serna","MIA",26.32,104.043,95.8895,23.2621,15.7006,5.08581,0.294627,2.18106,10.7736,10.7151,6.16847,0.169605,20.4351,1.17809,0.668145,0.138832,2.04048,2.4206,0.33083,0.242592,0.0592877,0.19641,0.301856,0.294585,0.370013,0.290592,0.664598,0.12742,5.07082,0.285104,,0.169572,10.5305,-1.64022,82.6329,0.169572,0,-1.991159275174141,0.6092592477798462,0.215111,999,,,,,,,90.9,3.496153846,90.9,3.496153846,,,,,,,,,,,,,,,,,,,"Jared Serna","sa3015579",691858
"Leo Rivas","SEA",24.381,82.016,71.7651,15.409,11.3816,2.80828,0.315496,0.903694,8.45174,5.29989,8.2962,0.0919317,21.0935,0.60237,0.492828,0.859466,1.29236,3.18768,0.692923,0.214715,0.101153,0.257187,0.393307,0.299515,0.300416,0.271383,0.599931,0.0857011,5.7486,0.288601,,0.197563,7.03308,-2.56099,81.0664,0.197563,0.12,-1.5792327374219894,0.9262499734759331,0.214928,999,,,,,,,60,2.5,60,2.5,,,,,,,,,,,,,,,,,,,"Leo Rivas","21009",660844
"Vaughn Grissom","BOS",22.192,83.724,75.9707,19.6465,14.4837,3.53773,0.293618,1.3315,9.4287,8.08818,5.76204,0.121178,16.1988,1.2678,0.636844,0.086587,1.7453,1.76154,0.530615,0.258606,0.0688218,0.193479,0.355708,0.318952,0.365483,0.301792,0.684435,0.106876,4.76326,0.310018,,-0.0314319,9.22869,-0.565177,90.2817,-0.0314319,-0.14,-0.9624223858118057,0.2024690955877304,0.20976,582.1099853515625,,,,,,,79,3.59090909,79,3.59090909,,,,,,,,,,,,,,,,,,,"Vaughn Grissom","26031",687093
"Matt Carpenter",,37.783,132.76,116.119,22.5742,13.363,4.74367,0.265549,4.20199,13.5213,14.4851,13.6125,0.119451,41.2925,1.78147,0.898042,0.348648,1.54843,0.802401,0.345071,0.194405,0.102534,0.311031,0.32966,0.286743,0.348391,0.282323,0.635134,0.153986,3.15153,0.256871,,-0.205294,12.5535,-2.97652,80.8935,-0.205294,0,-3.1731183230876923,0.7804820537567139,0.209726,999,,,,,,,114.8,3.021052631,114.8,3.021052631,,,,,,,,,,,,,,,,,,,"Matt Carpenter","8090",572761
"Manuel Margot","MIL",23.597,88.089,81.168,20.8571,14.5571,3.77427,0.424937,2.10074,9.89224,10.2275,5.47302,0.00520165,14.2873,0.680936,0.582824,0.184226,1.81066,2.06236,0.606004,0.256962,0.0621306,0.162191,0.38307,0.307276,0.391576,0.305002,0.698852,0.134614,5.07413,0.286957,,0.00361762,9.93743,-0.367047,94.5817,0.00361762,-0.23,-0.5671288056764752,-0.41207562386989594,0.20183,743.8900146484375,,,,,,,86,3.583333333,86,3.583333333,,,,,,,,,,,,,,,,,,,"Manuel Margot","14712",622534
"Henry Davis","PIT",29.835,112.277,99.9096,22.1715,14.4386,4.49677,0.318672,2.91751,12.0868,11.4308,9.07377,0.483509,30.3105,2.39515,0.579513,0.319019,1.88876,1.72448,0.575262,0.221916,0.0808159,0.269962,0.29936,0.300474,0.360908,0.291572,0.661382,0.138992,4.43133,0.286258,,-0.0887453,11.4525,-1.68149,83.3276,-0.0887453,-0.27,-2.3272098749876022,0.5252651274204254,0.200048,510.2200012207031,,,,,,,97,3.233333333,97,3.233333333,,,,,,,,,,,,,,,,,,,"Henry Davis","29617",680779
"Yan Gomes",,20.6,72.654,66.6123,15.5899,10.5851,2.93239,0.191275,1.88114,7.18204,8.16679,3.13045,0.0417114,17.67,0.931419,0.525297,0.177898,1.22608,0.389896,0.156715,0.234039,0.043087,0.243208,0.177161,0.27601,0.368525,0.280652,0.644535,0.134485,3.50643,0.288081,,-0.100762,6.77231,-1.72662,79.7442,-0.100762,0,-1.8226220309734344,1.3347662687301636,0.19962,999,,,,,,,62.1,2.957142857,62.1,2.957142857,,,,,,,,,,,,,,,,,,,"Yan Gomes","9627",543228
"Kyle Farmer","COL",78.303,274.514,248.658,63.2078,44.5026,12.0551,1.08219,5.56793,29.4985,27.7291,16.2702,0.215735,55.2683,5.92388,2.11291,0.67087,5.31584,3.74702,1.56515,0.254196,0.059269,0.201331,0.294385,0.312868,0.378557,0.303662,0.691424,0.124361,4.2108,0.303472,,-0.409185,30.6722,-1.43995,80.9467,-0.409185,0.08,-6.663718521595001,-0.5706660002470016,0.196972,644.3499755859375,,,,,,,268.7,3.444871794,268.7,3.444871794,,,,,,,,,,,,,,,,,,,"Kyle Farmer","14813",571657
"Liam Hicks","MIA",27.181,101.537,89.9586,21.1332,15.2117,4.53715,0.345911,1.0384,9.41971,8.72971,8.85774,0.147286,17.1111,1.78794,0.800579,0.132149,1.98586,0.674808,0.135132,0.234921,0.0872366,0.168521,0.517659,0.313386,0.327677,0.287114,0.641062,0.0927556,3.55375,0.276751,,-0.122683,9.99269,-1.88491,80.2923,-0.122683,-0.82,-2.5155702382326126,1.0151368975639343,0.19425,747.0900268554688,,,,,,,86.4,3.2,86.4,3.2,,,,,,,,,,,,,,,,,,,"Liam Hicks","sa3017400",689414
"Romy Gonzalez","BOS",33.946,115.496,106.483,25.8241,16.9786,4.74798,0.583686,3.51386,14.7451,12.4426,6.92531,0.0885773,33.1843,1.01399,0.774756,0.298506,2.11124,4.48376,1.12439,0.242518,0.0599615,0.28732,0.208693,0.293092,0.397067,0.299699,0.690159,0.154549,6.39415,0.316189,,0.245403,12.5363,-0.974196,88.8096,0.245403,0.22,-1.2334268540143967,-0.7404063642024994,0.193779,655.0499877929688,,,,,,,126.2,3.711764705,126.2,3.711764705,,,,,,,,,,,,,,,,,,,"Romy Gonzalez","21562",663853
"Garrett Hampson","ARI",77.98,185.15,168.113,39.5019,28.2043,7.56829,1.48485,2.24447,20.8288,15.0442,12.708,0.156305,47.7342,1.31171,1.19326,1.82384,2.89539,6.62679,1.17181,0.234972,0.0686363,0.257814,0.266224,0.291947,0.337709,0.27798,0.629656,0.102737,6.55087,0.312228,,0.51875,16.8602,-4.79831,75.1314,0.51875,0,-4.987255573272705,0.6802983283996582,0.191965,750.4000244140625,,,,,,,156.2,2.002564102,156.2,2.002564102,,,,,,,,,,,,,,,,,,,"Garrett Hampson","19262",641658
"Eric Haase","MIL",39.511,138.008,127.073,25.796,16.8088,4.61117,0.46912,3.90685,12.4514,15.5902,8.83622,0.0581938,46.8739,0.92536,0.769829,0.343058,1.96587,0.809881,0.253194,0.203001,0.0640269,0.339647,0.18851,0.258404,0.338907,0.262269,0.597312,0.135906,3.64575,0.284046,,-0.149814,10.8221,-5.32176,65.8192,-0.149814,0,-5.790712937712669,3.0486884117126465,0.191454,719.6199951171875,,,,,,,102.6,2.565,102.6,2.565,,,,,,,,,,,,,,,,,,,"Eric Haase","14111",606992
"Nacho Alvarez Jr.","ATL",14.21,55.273,49.576,12.6839,9.40038,2.31156,0.151836,0.820143,6.45785,5.07425,4.57767,0.158342,10.7135,0.745815,0.29619,0.0773028,1.21867,1.24542,0.203858,0.255848,0.0828193,0.193828,0.427281,0.326246,0.358229,0.303306,0.684475,0.102381,5.05155,0.309447,,0.0515627,6.15995,-0.305777,92.6192,0.0515627,0.01,-0.4362805522978306,0.4485802445560694,0.191368,734.510009765625,,,,,,,57.9,4.135714285,57.9,4.135714285,,,,,,,,,,,,,,,,,,,"Nacho Alvarez Jr.","31765",805373
"Dominic Canzone","SEA",34.803,124.196,113.217,25.3312,16.0086,4.99309,0.276402,4.05317,12.41,14.8412,9.11495,0.429644,29.2524,0.845356,0.884195,0.134304,2.24933,1.15344,0.346874,0.22374,0.0733917,0.235534,0.311597,0.284468,0.380125,0.288918,0.664592,0.156384,3.47449,0.263356,,-0.111364,12.4029,-2.12529,93.4008,-0.111364,0.06,-1.0491549000144005,-1.2443452514708042,0.190717,742.8499755859375,,,,,,,111,3.171428571,111,3.171428571,,,,,,,,,,,,,,,,,,,"Dominic Canzone","26438",686527
"Enmanuel Valdez","PIT",35.421,124.251,112.586,24.993,15.4066,5.61679,0.232563,3.73698,12.8173,14.2902,9.56421,0.195629,30.1207,0.960819,0.890049,0.250224,1.81911,1.3005,0.481746,0.221991,0.076975,0.242418,0.317529,0.286434,0.375588,0.289224,0.662021,0.153597,3.64368,0.266975,,-0.138131,12.439,-2.09561,81.7473,-0.138131,-0.01,-2.8501161336898804,0.536620369181037,0.188398,749.27001953125,,,,,,,116.9,3.34,116.9,3.34,,,,,,,,,,,,,,,,,,,"Enmanuel Valdez","21716",665839
"Sam Huff","SFG",15.214,43.531,40.182,8.52411,5.63561,1.76685,0.0546972,1.06695,3.98607,4.4152,2.73091,0.106746,14.6698,0.359608,0.213261,0.0452258,0.761126,0.0260712,0.00945893,0.212138,0.0627349,0.336996,0.186159,0.26709,0.33849,0.265718,0.60558,0.126352,1.89114,0.302417,,-0.0666445,3.53441,-1.55777,70.4798,-0.0666445,0.78,-1.6033105701208115,1.9539196491241455,0.185924,742.72998046875,,,,,,,34.6,2.306666666,34.6,2.306666666,,,,,,,,,,,,,,,,,,,"Sam Huff","22209",669087
"Andrew McCutchen","PIT",107.18,456.879,398.826,92.1066,58.611,18.3704,1.06105,14.0642,52.1787,51.6765,49.9969,0.0269787,109.693,4.40872,3.14924,0.498087,8.06676,4.61577,1.60152,0.230944,0.109431,0.240091,0.455791,0.321031,0.388118,0.313017,0.709149,0.157174,3.57771,0.280508,,-0.617235,54.4885,1.04366,97.7618,-0.617235,0,-1.8400288224220276,-11.578086853027344,0.185529,606.5800170898438,,,,,,,471.6,4.407476635,471.6,4.407476635,,,,,,,,,,,,,,,,,,,"Andrew McCutchen","9847",457705
